"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Naive CD4 T cells","NK-like cells","HLA-E","CD94:NKG2E",0.0455235731554695,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive B cells","Myeloid cells","TGFB1","TGFbR1_R2",0.0454862939318901,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK cells","Myeloid cells","TGFB1","TGFbR1_R2",0.0454808163516783,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Naive CD4 T cells","Naive B cells","HLA-B","CD8A",0.0454704287400965,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Monocytes","ANXA1","FPR1",0.045453746539432,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Conventional Dendritic Cells","Regulatory / Activated CD4 T cells","HLA-DMA","CD4",0.0452856985146125,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Myeloid cells","TGFB1","ACVR1B_TGFbR2",0.0452382248436737,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"NK cells","Myeloid cells","TGFB1","ACVR1B_TGFbR2",0.0452327760513659,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Classical Monocytes","Classical Monocytes","TGFB1","TGFbR1_R2",0.0451834755643158,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Monocytes","NK cells","APP","CD74",0.045142213225419,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"NK cells","MAIT / CD161-like T cells","HLA-F","CD8A",0.0451074255933951,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Myeloid cells","APP","CD74",0.0450996766574473,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MAIT / CD161-like T cells","C1Q+ Monocytes","TGFB1","ACVR1B_TGFbR2",0.0450400107596235,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Gamma-delta Cytotoxic T cells","Monocytes","HLA-DMB","CD4",0.0449374484013293,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Platelets","C1Q+ Monocytes","F11R","ITGAL_ITGB2",0.0448769913859388,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Gamma-delta Cytotoxic T cells","Naive B cells","HLA-B","CD8A",0.0448178462601215,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Naive B cells","HLA-A","CD8A",0.0447768826887222,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Classical Monocytes","HLA-DPB1","CD4",0.044691156813802,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Classical Monocytes","NAMPT","ITGA5_ITGB1",0.0446130577637275,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Conventional Dendritic Cells","Monocytes","CD99","PILRA",0.0445415081157275,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Classical Monocytes","MAIT / CD161-like T cells","APP","CD74",0.0445332752822998,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"C1Q+ Monocytes","Monocytes","HLA-DPB1","CD4",0.0445310596856874,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Naive B cells","HLA-C","CD8A",0.0445165270212269,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Regulatory / Activated CD4 T cells","HLA-DPA1","CD4",0.0445134535257038,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Regulatory / Activated CD4 T cells","HLA-DQA1","CD4",0.0444371191728023,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","NK-like cells","HLA-E","CD94:NKG2C",0.0443081341436374,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Classical Monocytes","Conventional Dendritic Cells","LGALS9","PTPRC",0.0442756996981522,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Classical Monocytes","NK cells","HLA-E","CD94:NKG2C",0.0442660228566949,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Classical Monocytes","Classical Monocytes","LGALS9","PTPRC",0.0441792262876027,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Monocytes","Naive B cells","HLA-A","CD8A",0.0440853742738394,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","C1Q+ Monocytes","HLA-F","LILRB1",0.0440767904926583,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Classical Monocytes","Monocytes","LGALS9","PTPRC",0.0440360826797949,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Myeloid cells","MAIT / CD161-like T cells","HLA-E","CD8A",0.0440138248310949,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Platelets","Naive B cells","F11R","ITGAL_ITGB2",0.0439837396778003,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Monocytes","Regulatory / Activated CD4 T cells","THBS1","CD47",0.0439752906518094,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","Platelets","THBS1","CD36",0.0438831436139582,0,"THBS1_CD36","THBS1 - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"NK-like cells","Naive B cells","HLA-E","CD94:NKG2C",0.0438375089594109,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Platelets","Naive B cells","HLA-B","CD8B",0.0437928327139567,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Classical Monocytes","LGALS9","CD44",0.043737086558356,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Conventional Dendritic Cells","NK-like cells","CLEC2B","KLRB1",0.043726626260911,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Naive B cells","Monocytes","TGFB1","TGFbR1_R2",0.0436799621573718,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK cells","Monocytes","TGFB1","TGFbR1_R2",0.0436747018302535,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid cells","Classical Monocytes","TGFB1","ACVR1B_TGFbR2",0.0436627805471296,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Classical Monocytes","Naive CD4 T cells","THBS1","CD47",0.0436625606996979,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"NK-like cells","Myeloid cells","TGFB1","TGFbR1_R2",0.0436340977197893,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Monocytes","Monocytes","HLA-DPB1","CD4",0.0435651464224063,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Myeloid cells","LGALS9","PTPRC",0.0435204405082763,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Platelets","Myeloid cells","TGFB1","ACVR1_TGFbR",0.0435074608577572,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Monocytes","Platelets","THBS1","CD47",0.0434766606812074,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","Plasma cells","LGALS9","PTPRC",0.043474774937586,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Platelets","Naive CD4 T cells","HLA-B","CD8B",0.0434395070446884,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Naive B cells","CD69","KLRB1",0.0434380082319029,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"NK-like cells","Myeloid cells","TGFB1","ACVR1B_TGFbR2",0.0433957779146097,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"C1Q+ Monocytes","Classical Monocytes","ICAM1","ITGAX_ITGB2",0.0433526922381799,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Conventional Dendritic Cells","Naive B cells","HLA-E","CD94:NKG2C",0.0433399339468587,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Monocytes","Naive B cells","THBS1","CD47",0.0433305902148819,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","C1Q+ Monocytes","ITGB2","ICAM1",0.0432613875604022,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Naive B cells","HLA-C","CD8A",0.0432096140889447,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Classical Monocytes","TGFB1","ACVR1B_TGFbR2",0.0431928012958511,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"C1Q+ Monocytes","Classical Monocytes","HLA-DRB1","CD4",0.0431092714604895,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Monocytes","APP","CD74",0.0430684640008108,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"Monocytes","Myeloid cells","TGFB1","TGFbR1_R2",0.0430117183825775,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Naive B cells","Naive B cells","HLA-E","CD8A",0.0429304934424488,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK-like cells","HLA-E","CD94:NKG2E",0.0428896043267066,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive B cells","NK-like cells","CLEC2D","KLRB1",0.0428043110466432,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Classical Monocytes","NK-like cells","TGFB1","TGFbR1_R2",0.0427828910529494,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Regulatory / Activated CD4 T cells","Platelets","ITGB2","CD226",0.0427773594138975,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Myeloid cells","TGFB1","ACVR1B_TGFbR2",0.0427751158027027,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"MAIT / CD161-like T cells","Classical Monocytes","NAMPT","ITGA5_ITGB1",0.0427308970023079,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Conventional Dendritic Cells","Naive B cells","NAMPT","ITGA5_ITGB1",0.0426482958542461,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"C1Q+ Monocytes","C1Q+ Monocytes","ITGB2","ICAM1",0.0425398404246948,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Regulatory / Activated CD4 T cells","HLA-DQA1","CD4",0.0425008173355649,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","C1Q+ Monocytes","NAMPT","ITGA5_ITGB1",0.042435386090213,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Classical Monocytes","C1Q+ Monocytes","THBS1","CD47",0.0424182928492514,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"C1Q+ Monocytes","Naive B cells","HLA-E","CD8A",0.0422930748209515,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Naive B cells","HLA-C","CD8A",0.0422496972345568,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","NK cells","TGFB1","TGFbR1_R2",0.042210455867452,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK cells","NK cells","TGFB1","TGFbR1_R2",0.042205409471896,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Regulatory / Activated CD4 T cells","Myeloid cells","CD99","PILRA",0.0421656022047914,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Gamma-delta Cytotoxic T cells","NK-like cells","HLA-E","CD94:NKG2E",0.042094804291564,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Monocytes","Myeloid cells","CD99","PILRA",0.0420839888586356,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Conventional Dendritic Cells","Conventional Dendritic Cells","NAMPT","ITGA5_ITGB1",0.0420570691458327,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Myeloid cells","C1Q+ Monocytes","NAMPT","ITGA5_ITGB1",0.0420057963939438,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","HLA-DPB1","CD4",0.0419435761320081,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Conventional Dendritic Cells","CD99","PILRA",0.0419188582678387,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"NK-like cells","Monocytes","TGFB1","TGFbR1_R2",0.0419012319030766,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Plasma cells","Myeloid cells","COL4A4","CD44",0.0418987140373277,0,"COL4A4_CD44","COL4A4 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAIT / CD161-like T cells","C1Q+ Monocytes","HLA-F","LILRB1",0.0418490651987307,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Plasma cells","NK-like cells","HLA-E","CD94:NKG2C",0.041841799934532,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive CD4 T cells","NK-like cells","HLA-E","CD94:NKG2C",0.0417516159825299,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive CD4 T cells","Naive B cells","HLA-C","CD8A",0.0417391960764621,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Regulatory / Activated CD4 T cells","HLA-DRA","CD4",0.0417254064621118,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Classical Monocytes","HLA-DMA","CD4",0.0416989813680179,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Conventional Dendritic Cells","HLA-DPA1","CD4",0.0415652701872238,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Conventional Dendritic Cells","CD99","PILRA",0.041560931480066,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MAIT / CD161-like T cells","Plasma cells","TGFB1","TGFbR1_R2",0.0415601717868554,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C1Q+ Monocytes","Myeloid cells","LGALS9","HAVCR2",0.0415321196276493,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"C1Q+ Monocytes","Monocytes","ICAM1","ITGAX_ITGB2",0.0415304203613792,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"NK-like cells","Monocytes","CCL5","CCR1",0.0414391129420417,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"NK-like cells","NK cells","HLA-C","KIR2DS4",0.0414063480749706,0,"HLA-C_KIR2DS4","HLA-C - KIR2DS4","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NK cells","Naive B cells","ITGB2","CD226",0.0414049990788026,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK-like cells","LGALS9","CD44",0.0413708855720439,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Myeloid cells","C1Q+ Monocytes","CD99","PILRA",0.0413330824462347,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Platelets","Naive B cells","GP1BA","ITGAM_ITGB2",0.0413170177773107,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"Myeloid cells","Classical Monocytes","TGFB1","TGFbR1_R2",0.0413104724928361,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Monocytes","Monocytes","TGFB1","TGFbR1_R2",0.041303150697718,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Platelets","NK-like cells","CLEC1B","KLRB1",0.0412696921706373,0,"CLEC1B_KLRB1","CLEC1B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"C1Q+ Monocytes","NK-like cells","CLEC2B","KLRB1",0.0411473269786548,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Classical Monocytes","Naive B cells","HLA-A","CD8A",0.0411136040087276,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive B cells","ITGB2","CD226",0.0410451976245385,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Naive CD4 T cells","TGFB1","TGFbR1_R2",0.0410122745875574,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Classical Monocytes","C1Q+ Monocytes","LGALS9","CD44",0.0410020755694234,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"C1Q+ Monocytes","Classical Monocytes","HLA-DPA1","CD4",0.0409852740111539,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","MAIT / CD161-like T cells","HLA-F","CD8A",0.0409790126139221,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Regulatory / Activated CD4 T cells","HLA-DRB1","CD4",0.0409166004110492,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Classical Monocytes","HLA-DQA1","CD4",0.0409147309127391,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","NK-like cells","HLA-E","CD94:NKG2E",0.0409029351392972,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NK cells","Naive B cells","HLA-B","CD8B",0.040892800737387,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Classical Monocytes","TGFB1","TGFbR1_R2",0.040882651210617,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid cells","MAIT / CD161-like T cells","HLA-A","CD8A",0.0408024762335336,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","C1Q+ Monocytes","ICAM1","ITGAX_ITGB2",0.0407956458597332,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Classical Monocytes","Conventional Dendritic Cells","THBS1","CD36",0.0407449047312446,0,"THBS1_CD36","THBS1 - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"MAIT / CD161-like T cells","C1Q+ Monocytes","TGFB1","TGFbR1_R2",0.0406708911014135,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Classical Monocytes","Monocytes","LGALS9","CD44",0.0406582452031981,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"NK cells","NK cells","CLEC2D","KLRB1",0.0406501797263715,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"NK cells","Naive CD4 T cells","HLA-B","CD8B",0.0405618803394856,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","NK cells","TGFB1","TGFbR1_R2",0.0405035606110691,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C1Q+ Monocytes","C1Q+ Monocytes","APP","CD74",0.0404913796107793,0.01,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MAIT / CD161-like T cells","NK-like cells","CLEC2B","KLRB1",0.0404182149834897,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Gamma-delta Cytotoxic T cells","Naive B cells","CD69","KLRB1",0.0403723044548899,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Plasma cells","C1Q+ Monocytes","HLA-DMB","CD4",0.0403194763895658,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Monocytes","NAMPT","ITGA5_ITGB1",0.0403138592302516,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Naive B cells","Monocytes","TGFB1","ACVR1B_TGFbR2",0.0402621747162249,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"NK cells","Monocytes","TGFB1","ACVR1B_TGFbR2",0.0402573121512442,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Monocytes","Platelets","THBS1","CD36",0.0401705646388624,0,"THBS1_CD36","THBS1 - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"Naive B cells","Naive B cells","HLA-B","CD8B",0.0401570832952553,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","NK cells","HLA-E","CD94:NKG2C",0.0400842378603534,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Monocytes","NK cells","TGFB1","TGFbR1_R2",0.0399828348098386,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Classical Monocytes","NK-like cells","THBS1","CD47",0.0399814193022762,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
